Catalog Number	Genome Tax ID	Assembly_URL	Illumina_R1_URL	Illumina_R2_URL	ONT_URL	
13867	306	https:/atccbioinformatics.blob.core.windows.net/publicdata/13867.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AI42_13867_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AI42_13867_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2021CR04_13867.fastq.gz	
700524	28132	https:/atccbioinformatics.blob.core.windows.net/publicdata/700524.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AI41_700524_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AI41_700524_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2021CR03_700524.fastq.gz	
700576	1282	https:/atccbioinformatics.blob.core.windows.net/publicdata/700576.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AI22_700576_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AI22_700576_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2021CI_Regular04_700576.fastq.gz	
19976	34062	https:/atccbioinformatics.blob.core.windows.net/publicdata/19976.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AI16_19976_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AI16_19976_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2021CH05_19976.fastq.gz	
19411	1661	https:/atccbioinformatics.blob.core.windows.net/publicdata/19411.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AI13_19411_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AI13_19411_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2021CH02_19411.fastq.gz	
33593	46170	https:/atccbioinformatics.blob.core.windows.net/publicdata/33593.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AI11_33593_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AI11_33593_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2021BS05_33593.fastq.gz	
700425	1353	https:/atccbioinformatics.blob.core.windows.net/publicdata/700425.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AI10_700425_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AI10_700425_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2021BS04_700425.fastq.gz	
700221	1352	https:/atccbioinformatics.blob.core.windows.net/publicdata/700221.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AI07_700221_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AI07_700221_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2021BS01_700221.fastq.gz	
BAA-2470	72407	https:/atccbioinformatics.blob.core.windows.net/publicdata/BAA-2470.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AH07_BAA-2470_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AH07_BAA-2470_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2021BM03_BAA-2470.fastq.gz	
BAA-2344	573	https:/atccbioinformatics.blob.core.windows.net/publicdata/BAA-2344.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AH06_BAA-2344_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AH06_BAA-2344_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2021BM02_BAA-2344.fastq.gz	
BAA-2343	573	https:/atccbioinformatics.blob.core.windows.net/publicdata/BAA-2343.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AH05_BAA-2343_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AH05_BAA-2343_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2021BM01_BAA-2343.fastq.gz	
BAA-1905	573	https:/atccbioinformatics.blob.core.windows.net/publicdata/BAA-1905.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AH03_BAA-1905_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AH03_BAA-1905_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2021BL03_BAA-1905.fastq.gz	
BAA-1904	573	https:/atccbioinformatics.blob.core.windows.net/publicdata/BAA-1904.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AH02_BAA-1904_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AH02_BAA-1904_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2021BL02_BAA-1904.fastq.gz	
BAA-1902	573	https:/atccbioinformatics.blob.core.windows.net/publicdata/BAA-1902.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AF47_BAA-1902_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AF47_BAA-1902_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2021BK04_BAA-1902.fastq.gz	
BAA-1798	470	https:/atccbioinformatics.blob.core.windows.net/publicdata/BAA-1798.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AF40_BAA-1798_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AF40_BAA-1798_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2021BJ02_BAA-1798.fastq.gz	
BAA-1792	470	https:/atccbioinformatics.blob.core.windows.net/publicdata/BAA-1792.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AF37_BAA-1792_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AF37_BAA-1792_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2021BI04_BAA-1792.fastq.gz	
BAA-1791	470	https:/atccbioinformatics.blob.core.windows.net/publicdata/BAA-1791.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AF36_BAA-1791_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AF36_BAA-1791_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2021BI03_BAA-1791.fastq.gz	
VR-833	66295	https:/atccbioinformatics.blob.core.windows.net/publicdata/VR-833.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILM1_2021AA07_AV-VR-833_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILM1_2021AA07_AV-VR-833_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/.fastq.gz	
VR-777	11320	https:/atccbioinformatics.blob.core.windows.net/publicdata/VR-777.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILM3_2021AS10_AV-VR-777_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILM3_2021AS10_AV-VR-777_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/.fastq.gz	
VR-544	11320	https:/atccbioinformatics.blob.core.windows.net/publicdata/VR-544.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILM3_2021AX05_VR-544_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILM3_2021AX05_VR-544_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/.fastq.gz	
VR-33	47516	https:/atccbioinformatics.blob.core.windows.net/publicdata/VR-33.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILM3_2021AV07_AV-VR-33_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILM3_2021AV07_AV-VR-33_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/.fastq.gz	
VR-1601	44136	https:/atccbioinformatics.blob.core.windows.net/publicdata/VR-1601.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILM3_2021AX04_AV-VR-1601_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILM3_2021AX04_AV-VR-1601_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/.fastq.gz	
BAA-2365	1351	https:/atccbioinformatics.blob.core.windows.net/publicdata/BAA-2365.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AH14_BAA-2365_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AH14_BAA-2365_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2021BN03_BAA-2365.fastq.gz	
BAA-2318	1352	https:/atccbioinformatics.blob.core.windows.net/publicdata/BAA-2318.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AH18_BAA-2318_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AH18_BAA-2318_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2021BO02_BAA-2318.fastq.gz	
BAA-2113	287	https:/atccbioinformatics.blob.core.windows.net/publicdata/BAA-2113.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AH12_BAA-2113_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AH12_BAA-2113_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2021BN01_BAA-2113.fastq.gz	
BAA-2112	287	https:/atccbioinformatics.blob.core.windows.net/publicdata/BAA-2112.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AH11_BAA-2112_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AH11_BAA-2112_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2021BQ04_BAA-2112.fastq.gz	
BAA-2110	287	https:/atccbioinformatics.blob.core.windows.net/publicdata/BAA-2110.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AH10_BAA-2110_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AH10_BAA-2110_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2021BQ03_BAA-2110.fastq.gz	
BAA-2108	287	https:/atccbioinformatics.blob.core.windows.net/publicdata/BAA-2108.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AH09_BAA-2108_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AH09_BAA-2108_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2021BQ02_BAA-2108.fastq.gz	
BAA-1708	1280	https:/atccbioinformatics.blob.core.windows.net/publicdata/BAA-1708.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AH21_BAA-1708_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AH21_BAA-1708_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2021BO05_BAA-1708.fastq.gz	
51915	1313	https:/atccbioinformatics.blob.core.windows.net/publicdata/51915.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AF05_51915_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AF05_51915_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2021BV02_51915.fastq.gz	
49453	29385	https:/atccbioinformatics.blob.core.windows.net/publicdata/49453.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AH33_49453_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AH33_49453_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2021BX04_49453.fastq.gz	
35020	1622	https:/atccbioinformatics.blob.core.windows.net/publicdata/35020.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AF31_35020_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AF31_35020_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2021BU05_35020.fastq.gz	
27660	46170	https:/atccbioinformatics.blob.core.windows.net/publicdata/27660.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AE29_27660_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AE29_27660_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2021BD02_27660.fastq.gz	
8090	546	https:/atccbioinformatics.blob.core.windows.net/publicdata/8090.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AF22_8090_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AF22_8090_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2021BT03_8090.fastq.gz	
700564	1283	https:/atccbioinformatics.blob.core.windows.net/publicdata/700564.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AF21_700564_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AF21_700564_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2021BT02_700564.fastq.gz	
27758	410072	https:/atccbioinformatics.blob.core.windows.net/publicdata/27758.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AF26_27758_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AF26_27758_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2021BT06_27758.fastq.gz	
BAA-1296	28116	https:/atccbioinformatics.blob.core.windows.net/publicdata/BAA-1296.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AE45_BAA-1296-mini_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AE45_BAA-1296-mini_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2020CV02_BAA-1296_mini.fastq.gz	
VR-1894	11320	https:/atccbioinformatics.blob.core.windows.net/publicdata/VR-1894.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILM3_2021AT05_VR-1894_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILM3_2021AT05_VR-1894_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/.fastq.gz	
VR-1882	11320	https:/atccbioinformatics.blob.core.windows.net/publicdata/VR-1882.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILM3_2021AR06_VR-1882DQ_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILM3_2021AR06_VR-1882DQ_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/.fastq.gz	
4277	1833	https:/atccbioinformatics.blob.core.windows.net/publicdata/4277.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AF03_4277_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AF03_4277_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2021BG05_4277.fastq.gz	
14963	1258	https:/atccbioinformatics.blob.core.windows.net/publicdata/14963.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AE39_14963_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AE39_14963_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2021BG03_14963.fastq.gz	
14458	46170	https:/atccbioinformatics.blob.core.windows.net/publicdata/14458.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AE14_14458_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AE14_14458_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2021BF01_14458.fastq.gz	
BAA-1430	562	https:/atccbioinformatics.blob.core.windows.net/publicdata/BAA-1430.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AE38_BAA-1430_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AE38_BAA-1430_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2021BE05_BAA-1430.fastq.gz	
15702	1682	https:/atccbioinformatics.blob.core.windows.net/publicdata/15702.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AE27_15702_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AE27_15702_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2021BC06_15702.fastq.gz	
15237	519	https:/atccbioinformatics.blob.core.windows.net/publicdata/15237.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AE10_15237_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AE10_15237_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2021BC01_15237.fastq.gz	
12826	1405	https:/atccbioinformatics.blob.core.windows.net/publicdata/12826.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AE09_12826_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AE09_12826_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2021BB05_12826.fastq.gz	
35674	280	https:/atccbioinformatics.blob.core.windows.net/publicdata/35674.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AD45_35674_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AD45_35674_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2021BA03_35674.fastq.gz	
BAA-1883	562	https:/atccbioinformatics.blob.core.windows.net/publicdata/BAA-1883.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AD38_BAA-1883_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AD38_BAA-1883_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2021AZ02_BAA-1883.fastq.gz	
53545	47770	https:/atccbioinformatics.blob.core.windows.net/publicdata/53545.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AD39_53545_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AD39_53545_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2021AZ03_53545.fastq.gz	
53904	334858	https:/atccbioinformatics.blob.core.windows.net/publicdata/53904.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AE48_53904_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AE48_53904_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2020CH04_53904.fastq.gz	
19296	37326	https:/atccbioinformatics.blob.core.windows.net/publicdata/19296.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AE46_19296_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AE46_19296_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2020CD05_19296.fastq.gz	
BAA-461	94624	https:/atccbioinformatics.blob.core.windows.net/publicdata/BAA-461.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AD32_BAA-461_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AD32_BAA-461_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2021AY01_BAA-461.fastq.gz	
13027	562	https:/atccbioinformatics.blob.core.windows.net/publicdata/13027.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AD36_13027_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AD36_13027_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2021AY05_13027.fastq.gz	
VR-95	11320	https:/atccbioinformatics.blob.core.windows.net/publicdata/VR-95.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/VR-95_S136_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/VR-95_S136_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/n/a.fastq.gz	
VR-283	31708	https:/atccbioinformatics.blob.core.windows.net/publicdata/VR-283.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/VR-283_S132_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/VR-283_S132_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/n/a.fastq.gz	
VR-1804	11520	https:/atccbioinformatics.blob.core.windows.net/publicdata/VR-1804.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/VR-1804_S124_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/VR-1804_S124_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/n/a.fastq.gz	
VR-786	11520	https:/atccbioinformatics.blob.core.windows.net/publicdata/VR-786.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/VR-786_S123_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/VR-786_S123_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/n/a.fastq.gz	
VR-399	149595	https:/atccbioinformatics.blob.core.windows.net/publicdata/VR-399.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/VR-399_S120_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/VR-399_S120_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/n/a.fastq.gz	
VR-810	11320	https:/atccbioinformatics.blob.core.windows.net/publicdata/VR-810.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/VR-810_S117_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/VR-810_S117_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/n/a.fastq.gz	
VR-57	12124	https:/atccbioinformatics.blob.core.windows.net/publicdata/VR-57.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/VR-57_S116_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/VR-57_S116_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/n/a.fastq.gz	
VR-17	31544	https:/atccbioinformatics.blob.core.windows.net/publicdata/VR-17.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/VR-17_S114_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/VR-17_S114_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/n/a.fastq.gz	
VR-836	12090	https:/atccbioinformatics.blob.core.windows.net/publicdata/VR-836.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/VR-836_S113_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/VR-836_S113_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/n/a.fastq.gz	
VR-990	11135	https:/atccbioinformatics.blob.core.windows.net/publicdata/VR-990.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/VR-990_S110_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/VR-990_S110_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/n/a.fastq.gz	
VR-1995	11149	https:/atccbioinformatics.blob.core.windows.net/publicdata/VR-1995.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/VR-1995_S106_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/VR-1995_S106_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/n/a.fastq.gz	
VR-1782	11216	https:/atccbioinformatics.blob.core.windows.net/publicdata/VR-1782.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/VR-1782_S101_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/VR-1782_S101_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/n/a.fastq.gz	
VR-1645	2777147	https:/atccbioinformatics.blob.core.windows.net/publicdata/VR-1645.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/VR-1645_S94_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/VR-1645_S94_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/n/a.fastq.gz	
VR-850	12069	https:/atccbioinformatics.blob.core.windows.net/publicdata/VR-850.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/VR-850_S91_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/VR-850_S91_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/n/a.fastq.gz	
VR-953	10788	https:/atccbioinformatics.blob.core.windows.net/publicdata/VR-953.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/VR-953_S87_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/VR-953_S87_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/n/a.fastq.gz	
VR-1	10533	https:/atccbioinformatics.blob.core.windows.net/publicdata/VR-1.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/VR-1_S82_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/VR-1_S82_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/n/a.fastq.gz	
VR-1979	28278	https:/atccbioinformatics.blob.core.windows.net/publicdata/VR-1979.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/VR-1979_S81_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/VR-1979_S81_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/n/a.fastq.gz	
VR-1801	86107	https:/atccbioinformatics.blob.core.windows.net/publicdata/VR-1801.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/VR-1801_S74_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/VR-1801_S74_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/n/a.fastq.gz	
